From,5338683353,to:
4929068763,,,,976475393,,2293383295,,682265498,,742475228,,2621163317,,5335505456,,,,,,747737321
2048130238,,,,5350758598,,903308446,,1904540180,,742504492,,2621163314,,3047538821,,,,,,747741400
4929068730,,,,5350758597,,517609788,,1904543646,,742475224,,2621163300,,3047538818,,,,,,2237057167
679782846,,,,2520666397,,1152765414,,1904543640,,742475220,,3551134994,,1494093090,,,,,,2237066369
893070097,,,,848552752,,1921901361,,1904540339,,1515830998,,958540928,,1175249468,,,,,,2237066375
893070277,,,,4065510491,,1943782016,,1904540333,,742453816,,958540747,,1175250109,,,,,,747741402
893070212,,,,4065510489,,2360748215,,1904540152,,1412793449,,958540888,,1175250367,,,,,,3837993817
4336612792,,,,2428347238,,2110719685,,682265490,,1516355461,,958540974,,1175249518,,,,,,2237057171
,,,,3933725157,,2224573077,,1911122544,,1515394807,,958541030,,1175250416,,,,,,3837993821
,,,,3933724954,,2135294292,,3218854643,,1516355415,,958540852,,1175250013,,,,,,3837993818
,,,,1193126816,,4640829659,,1911122538,,1412793452,,958541000,,747737414,,,,,,2140619591
,,,,521911881,,738266216,,1904540223,,1412793453,,959130130,,2329567511,,,,,,2140619592
,,,,1528444033,,3930933410,,2262547591,,742453814,,746979653,,1175249553,,,,,,2151091845
,,,,521911885,,2016377539,,4703846383,,742453812,,959130123,,3664603234,,,,,,2140619599
,,,,738244302,,738266219,,5378368797,,1506290683,,746979714,,1175249802,,,,,,747741439
,,,,738244263,,2016377540,,5378368796,,1506290687,,959130101,,,,,,,,2151131944
,,,,5059487604,,2016377544,,5378368798,,1152617413,,4215286129,,,,,,,,2331751902
,,,,1146882636,,2016377542,,4703846379,,738520140,,959130104,,,,,,,,747741455
,,,,4300686235,,722419867,,4703846378,,2477770827,,679929981,,,,,,,,2331751709
,,,,,,722419834,,2621441086,,738520124,,959130112,,,,,,,,2331751708
,,,,,,4085400371,,2621441084,,738520115,,747013921,,,,,,,,5079455304
,,,,,,4085400375,,4614919615,,738520336,,3027350467,,,,,,,,5079455306
,,,,,,4199907464,,4614919616,,2292783633,,747013868,,,,,,,,5079455300
,,,,,,,,4703853419,,682288855,,2498377814,,,,,,,,5079455298
,,,,,,,,,,2292783629,,2498377805,,,,,,,,1499696827
,,,,,,,,,,2292783631,,2498377804,,,,,,,,1499696828
,,,,,,,,,,1177218450,,2498377803,,,,,,,,1144979698
,,,,,,,,,,1177218366,,2281356298,,,,,,,,1495294328
,,,,,,,,,,1177218538,,2039896769,,,,,,,,1221346293
,,,,,,,,,,1516435616,,2010440771,,,,,,,,2632661983
,,,,,,,,,,1217908840,,2039896768,,,,,,,,685123244
,,,,,,,,,,1177218557,,,,,,,,,,1511535999
,,,,,,,,,,1177218417,,,,,,,,,,1511536000
,,,,,,,,,,1177218233,,,,,,,,,,685123288
,,,,,,,,,,738399332,,,,,,,,,,685123357
,,,,,,,,,,1177218198,,,,,,,,,,5401363674
,,,,,,,,,,1547419723,,,,,,,,,,5401363225
,,,,,,,,,,1177218574,,,,,,,,,,5117142247
,,,,,,,,,,1177218286,,,,,,,,,,334013299
,,,,,,,,,,1177218453,,,,,,,,,,1560435320
,,,,,,,,,,,,,,,,,,,,432497406
,,,,,,,,,,,,,,,,,,,,3032578859
,,,,,,,,,,,,,,,,,,,,878632423
,,,,,,,,,,,,,,,,,,,,2345150869
,,,,,,,,,,,,,,,,,,,,3032578860
,,,,,,,,,,,,,,,,,,,,3032595407
,,,,,,,,,,,,,,,,,,,,432497404
,,,,,,,,,,,,,,,,,,,,732232975
,,,,,,,,,,,,,,,,,,,,878632352
,,,,,,,,,,,,,,,,,,,,879182426
,,,,,,,,,,,,,,,,,,,,432497401
,,,,,,,,,,,,,,,,,,,,732317130
,,,,,,,,,,,,,,,,,,,,432497399
,,,,,,,,,,,,,,,,,,,,432497397
,,,,,,,,,,,,,,,,,,,,691611793
,,,,,,,,,,,,,,,,,,,,3032595402
,,,,,,,,,,,,,,,,,,,,897576712
,,,,,,,,,,,,,,,,,,,,691611790
,,,,,,,,,,,,,,,,,,,,3602494833
,,,,,,,,,,,,,,,,,,,,5419918102
,,,,,,,,,,,,,,,,,,,,3602494834
,,,,,,,,,,,,,,,,,,,,3602494837
,,,,,,,,,,,,,,,,,,,,5419918108
,,,,,,,,,,,,,,,,,,,,5419918107
,,,,,,,,,,,,,,,,,,,,5338683353
